#{"t_start": 1600111101.9033527, "env_id": null}
r,l,t
6.0,112,9341.592113
2.0,60,9344.710925
5.0,88,9345.495858
5.0,106,9349.002254
7.0,128,9352.746638
6.0,101,9356.232394
12.0,214,9363.304484
5.0,101,9364.193233
5.0,101,9367.681482
16.0,238,9375.069089
5.0,101,9378.542516
6.0,109,9382.081573
12.0,191,9386.417616
3.0,60,9389.589898
5.0,106,9393.181859
6.0,101,9394.089436
8.0,145,9398.012526
11.0,171,9404.749465
21.0,256,9412.254995
6.0,103,9415.789715
10.0,166,9419.901834
18.0,222,9427.101271
14.0,230,9431.832541
5.0,89,9435.280586
6.0,104,9438.821371
15.0,207,9445.933869
18.0,230,9450.640679
24.0,463,9465.311137
4.0,102,9468.84149
15.0,231,9476.148903
6.0,103,9477.101362
16.0,232,9484.459632
6.0,103,9488.044108
17.0,496,9503.031074
8.0,144,9506.954799
6.0,101,9510.495162
5.0,89,9511.311834
6.0,103,9514.829702
6.0,124,9518.514666
12.0,222,9525.682041
8.0,174,9529.829658
6.0,126,9533.542094
6.0,102,9537.0484
6.0,101,9540.554397
6.0,107,9544.085733
6.0,101,9547.569082
8.0,135,9551.328393
9.0,173,9555.50345
6.0,110,9559.099509
6.0,125,9562.805238
6.0,108,9566.355096
7.0,128,9570.098624
8.0,141,9573.943826
16.0,222,9578.488872
6.0,101,9581.973456
6.0,128,9585.721079
6.0,103,9589.231497
6.0,134,9593.015427
10.0,174,9597.139545
14.0,206,9604.14943
9.0,171,9608.261221
6.0,101,9611.729383
7.0,142,9615.616879
11.0,233,9622.890498
15.0,472,9637.846935
13.0,471,9652.398774
17.0,475,9664.344802
16.0,263,9671.844596
8.0,143,9675.722446
20.0,463,9690.195063
16.0,240,9697.678098
19.0,469,9712.273701
7.0,153,9716.256587
19.0,481,9730.879889
15.0,256,9738.339477
16.0,246,9743.145529
12.0,241,9750.446949
5.0,101,9753.929703
17.0,264,9761.423774
15.0,235,9768.674881
4.0,107,9772.206417
12.0,237,9779.476566
18.0,467,9791.400853
8.0,176,9798.196016
15.0,256,9805.671892
18.0,244,9813.00033
8.0,177,9817.180221
13.0,210,9824.301789
9.0,185,9828.59763
5.0,101,9832.092549
11.0,208,9836.615123
8.0,210,9843.726935
8.0,142,9847.608021
10.0,178,9854.448744
22.0,521,9869.661296
26.0,491,9884.593104
18.0,230,9889.330917
10.0,175,9896.175498
21.0,262,9903.839831
10.0,173,9908.039041
17.0,213,9915.251141
17.0,230,9922.6275
29.0,569,9938.356136
16.0,200,9945.47711
28.0,524,9960.676242
13.0,206,9965.094397
20.0,270,9972.658826
14.0,231,9979.897565
29.0,555,9997.81031
18.0,222,10002.429561
16.0,241,10009.947423
16.0,223,10017.158064
17.0,231,10024.414018
18.0,238,10031.906391
25.0,458,10043.786819
16.0,238,10051.125131
11.0,174,10055.292292
9.0,174,10062.016017
6.0,103,10065.549644
6.0,103,10066.470792
14.0,235,10073.748107
16.0,236,10081.083232
19.0,263,10088.683959
26.0,490,10103.428961
6.0,103,10106.945513
29.0,521,10122.027362
21.0,462,10133.936229
6.0,109,10137.516317
4.0,68,10140.716007
31.0,555,10156.085721
5.0,88,10159.466155
14.0,224,10166.623832
6.0,101,10167.53475
31.0,594,10185.835974
14.0,206,10192.854908
4.0,70,10193.493665
12.0,174,10197.633641
4.0,68,10200.838191
6.0,111,10204.43771
32.0,560,10219.813843
6.0,112,10223.412933
5.0,110,10226.976669
10.0,166,10231.072263
17.0,222,10238.251198
6.0,102,10241.748762
29.0,490,10257.079521
30.0,506,10272.223703
20.0,255,10279.896493
16.0,231,10284.704807
2.0,84,10288.104902
9.0,160,10292.228132
21.0,271,10300.17483
11.0,157,10306.919854
21.0,262,10314.678113
26.0,496,10329.965825
23.0,469,10342.44383
6.0,124,10346.281907
6.0,126,10350.139124
4.0,109,10353.832758
13.0,189,10358.288125
6.0,103,10361.935845
6.0,123,10365.799578
23.0,509,10381.613989
14.0,197,10388.68959
14.0,205,10393.206821
33.0,592,10411.714646
6.0,132,10415.548694
25.0,463,10430.245584
13.0,239,10437.647271
16.0,222,10442.298064
6.0,103,10445.869513
14.0,214,10453.050626
5.0,103,10456.614029
17.0,230,10461.336318
23.0,470,10476.080528
24.0,458,10490.721033
5.0,108,10491.70568
16.0,198,10498.745045
4.0,88,10502.182167
2.0,71,10502.83671
37.0,683,10524.735642
11.0,173,10528.912663
4.0,101,10532.43314
6.0,112,10536.072218
15.0,239,10540.856943
25.0,539,10558.81059
6.0,107,10559.790314
19.0,436,10574.228703
2.0,76,10574.922878
19.0,450,10589.425967
1.0,69,10592.655219
2.0,71,10593.307649
6.0,85,10596.698745
1.0,63,10597.273638
1.0,70,10600.545091
1.0,69,10601.173707
1.0,65,10604.385104
1.0,69,10605.011725
1.0,68,10608.248916
1.0,69,10608.884587
3.0,116,10612.57133
1.0,124,10616.307921
3.0,109,10619.905569
3.0,120,10623.660033
3.0,126,10627.416528
3.0,131,10631.233634
3.0,132,10635.046623
3.0,111,10638.720551
24.0,543,10654.137625
2.0,60,10657.30624
2.0,60,10657.853509
6.0,103,10661.420342
6.0,107,10665.047717
6.0,102,10668.583108
7.0,128,10672.34702
2.0,60,10672.886685
10.0,157,10676.938966
4.0,103,10680.495153
5.0,110,10684.178415
13.0,202,10691.516039
16.0,215,10696.327953
26.0,519,10712.13743
20.0,499,10727.661019
5.0,86,10731.153306
4.0,69,10731.82939
4.0,76,10735.228
6.0,107,10738.964557
4.0,68,10739.638863
6.0,102,10743.304932
21.0,508,10758.989668
17.0,214,10766.431498
17.0,214,10771.163162
5.0,111,10774.872091
6.0,101,10778.526757
2.0,60,10781.738714
17.0,207,10786.437257
26.0,491,10801.807601
3.0,60,10805.032108
2.0,60,10805.60448
2.0,60,10806.177691
4.0,69,10809.498105
2.0,63,10812.768306
5.0,84,10813.562696
1.0,62,10816.815709
2.0,60,10817.356997
2.0,60,10820.517144
2.0,60,10821.068917
2.0,60,10824.21399
2.0,60,10824.761906
2.0,61,10825.318686
6.0,107,10828.888706
6.0,136,10832.724133
4.0,102,10836.25148
5.0,131,10840.057209
4.0,137,10843.925374
3.0,68,10847.183389
3.0,68,10847.806141
4.0,101,10851.315681
3.0,133,10855.646461
4.0,151,10859.65068
5.0,135,10863.513004
5.0,140,10867.399919
5.0,134,10873.853278
4.0,143,10877.790625
3.0,68,10878.423559
3.0,69,10881.653504
12.0,475,10893.864841
6.0,242,10901.343269
2.0,61,10904.538307
15.0,504,10919.618112
14.0,577,10935.367787
4.0,77,10938.663931
7.0,253,10946.195489
2.0,68,10946.830444
2.0,60,10949.971918
4.0,132,10953.811141
11.0,468,10965.917799
7.0,243,10973.368127
4.0,69,10976.600824
9.0,485,10992.464848
7.0,238,10999.878049
5.0,141,11003.76399
7.0,242,11011.185718
5.0,140,11015.069194
6.0,233,11019.832919
13.0,504,11034.845799
4.0,78,11038.158802
4.0,69,11041.40672
3.0,70,11042.048476
3.0,77,11045.345572
6.0,76,11046.032429
2.0,61,11049.181532
2.0,60,11049.735214
2.0,60,11052.895113
3.0,75,11053.584431
5.0,102,11057.153283
2.0,70,11060.407748
4.0,75,11061.087128
3.0,79,11064.431907
4.0,75,11065.106004
2.0,69,11068.332559
2.0,71,11071.570626
2.0,61,11072.12881
2.0,60,11072.668572
2.0,61,11075.811578
4.0,75,11079.113387
3.0,69,11079.736617
6.0,109,11083.337884
6.0,145,11087.312572
3.0,68,11090.531642
2.0,60,11091.086052
4.0,76,11094.388412
13.0,439,11106.278722
4.0,76,11109.648386
3.0,70,11110.333008
4.0,75,11113.721664
4.0,88,11117.160691
4.0,75,11117.859141
6.0,76,11121.183092
5.0,78,11121.911138
4.0,75,11125.221578
4.0,68,11125.856894
5.0,110,11129.522377
4.0,76,11132.847912
4.0,75,11133.556602
5.0,126,11137.385481
5.0,108,11141.029876
3.0,60,11144.222617
3.0,69,11144.866313
2.0,60,11148.057973
4.0,69,11148.709522
5.0,114,11152.408294
5.0,105,11155.990061
3.0,69,11159.262375
14.0,476,11171.603246
4.0,68,11174.894019
4.0,77,11175.626629
4.0,71,11178.936927
6.0,104,11182.556099
4.0,69,11183.202665
4.0,75,11186.535317
5.0,138,11190.492139
1.0,60,11191.054104
4.0,70,11194.344316
3.0,60,11194.90733
4.0,137,11201.482361
4.0,106,11202.5065
2.0,60,11205.753227
1.0,60,11206.317356
4.0,70,11209.667019
3.0,69,11210.311964
4.0,94,11213.841747
12.0,289,11221.871211
4.0,68,11225.148744
3.0,82,11228.583005
5.0,103,11229.578351
4.0,141,11233.549811
4.0,68,11236.829078
5.0,108,11240.527167
4.0,72,11241.21005
3.0,71,11244.549318
8.0,149,11248.619709
4.0,88,11252.069586
3.0,77,11252.764213
16.0,198,11259.789504
2.0,115,11263.454739
1.0,104,11267.039366
6.0,108,11268.027982
13.0,206,11275.121484
3.0,108,11278.694818
3.0,68,11279.309924
4.0,105,11282.861924
3.0,75,11286.159878
5.0,108,11289.766417
5.0,78,11290.50101
12.0,167,11297.262445
4.0,79,11297.972463
3.0,75,11301.272405
5.0,101,11304.786557
3.0,75,11305.466444
3.0,74,11308.748449
5.0,103,11312.27443
2.0,68,11312.89947
2.0,60,11316.041257
2.0,71,11316.692682
1.0,61,11319.83832
1.0,68,11320.471421
2.0,82,11323.817636
15.0,447,11335.743867
2.0,60,11338.884439
4.0,80,11339.612001
1.0,60,11342.764148
1.0,60,11343.314633
3.0,78,11346.646117
1.0,60,11347.193231
6.0,104,11350.767407
6.0,107,11354.35345
3.0,76,11357.679054
4.0,114,11361.340965
4.0,102,11362.295565
5.0,102,11365.845458
3.0,103,11369.375009
1.0,79,11372.707914
4.0,77,11373.406958
3.0,69,11376.657689
5.0,88,11377.449735
4.0,97,11380.942551
5.0,105,11384.516246
4.0,104,11388.078231
5.0,141,11391.982911
5.0,135,11395.833577
5.0,101,11399.349838
1.0,60,11399.893068
14.0,238,11407.312386
21.0,496,11422.507053
2.0,60,11423.087824
5.0,105,11426.641142
4.0,101,11430.184726
15.0,265,11437.83125
9.0,172,11442.028691
2.0,60,11445.185565
11.0,173,11449.375809
6.0,101,11452.896993
5.0,146,11456.838159
10.0,236,11464.730298
12.0,254,11472.222325
7.0,157,11476.302836
6.0,145,11480.258988
9.0,165,11486.990973
8.0,167,11491.134837
5.0,131,11494.924134
6.0,141,11498.825337
5.0,133,11502.675407
5.0,124,11506.446947
8.0,158,11510.489234
5.0,105,11514.063442
8.0,163,11518.164943
5.0,107,11521.766238
7.0,157,11525.804956
2.0,68,11529.057933
5.0,106,11532.626097
5.0,108,11536.235597
7.0,147,11540.232689
4.0,101,11543.742282
4.0,75,11544.421983
5.0,103,11547.9732
3.0,74,11551.26023
6.0,125,11555.0777
3.0,68,11555.7071
5.0,101,11559.28204
6.0,103,11562.876816
5.0,103,11563.846681
5.0,86,11567.274345
4.0,108,11570.889586
18.0,444,11582.93912
6.0,104,11586.527564
4.0,77,11589.885372
5.0,102,11593.49697
3.0,82,11594.276191
1.0,61,11597.49901
5.0,109,11601.154421
4.0,90,11602.005279
5.0,107,11605.650716
6.0,105,11609.27047
2.0,60,11609.847235
5.0,144,11616.493573
6.0,101,11617.471848
4.0,93,11620.999999
6.0,109,11624.67555
5.0,102,11628.298228
5.0,101,11631.884062
6.0,136,11635.826007
4.0,102,11636.797609
6.0,101,11640.410315
4.0,76,11643.737418
4.0,68,11644.378767
4.0,101,11647.974197
4.0,71,11651.282361
4.0,75,11651.99253
4.0,68,11655.311375
4.0,80,11656.076409
4.0,111,11659.774976
6.0,101,11663.399915
5.0,101,11667.009644
2.0,60,11667.586611
19.0,523,11683.125534
6.0,101,11686.67167
10.0,175,11693.495665
4.0,68,11694.109586
4.0,70,11697.370219
5.0,90,11698.213059
3.0,68,11701.454299
4.0,108,11705.0356
6.0,108,11708.641925
6.0,123,11712.407617
6.0,125,11716.203251
5.0,104,11717.146073
22.0,508,11732.957763
6.0,112,11736.615511
17.0,270,11744.352094
12.0,216,11751.615635
5.0,102,11755.166003
6.0,129,11758.955416
6.0,101,11762.48095
6.0,108,11763.474583
9.0,178,11770.354813
1.0,75,11771.029335
4.0,71,11774.319726
6.0,101,11777.916044
6.0,101,11781.453633
12.0,175,11785.670566
3.0,68,11786.288075
4.0,105,11789.841885
25.0,490,11804.824683
5.0,103,11808.40045
4.0,103,11811.98416
6.0,103,11812.932937
10.0,172,11819.732888
11.0,214,11824.342957
6.0,111,11827.968639
14.0,218,11835.222539
6.0,124,11839.003267
13.0,505,11854.086829
7.0,126,11857.881304
6.0,107,11861.506332
14.0,198,11865.965815
6.0,104,11869.560068
6.0,108,11873.174699
5.0,102,11876.734501
5.0,104,11880.324293
2.0,76,11881.016342
15.0,197,11888.091498
15.0,193,11892.481035
4.0,101,11896.043887
9.0,173,11900.281046
10.0,173,11907.106099
6.0,103,11910.668656
8.0,165,11914.762745
6.0,101,11918.279087
3.0,60,11918.838145
13.0,448,11933.338846
6.0,101,11934.267668
2.0,60,11937.428118
8.0,140,11941.334468
11.0,210,11948.488682
4.0,90,11949.320743
6.0,112,11952.942402
5.0,108,11956.579977
6.0,108,11960.216118
6.0,111,11963.845263
4.0,76,11964.552551
5.0,117,11968.252603
6.0,101,11971.813627
5.0,109,11975.426816
23.0,446,11987.378273
5.0,92,11990.864143
18.0,443,12005.550118
4.0,107,12006.555301
4.0,104,12010.148602
6.0,108,12013.793858
3.0,92,12017.28329
4.0,106,12020.91208
6.0,110,12021.956986
4.0,97,12025.502397
6.0,102,12029.098662
4.0,103,12032.687703
6.0,108,12036.340933
4.0,75,12037.040633
16.0,447,12052.747004
11.0,175,12057.098944
11.0,174,12061.388578
7.0,123,12065.169299
6.0,124,12068.972526
4.0,111,12072.682526
10.0,159,12078.242761
15.0,232,12085.797771
14.0,191,12092.909696
22.0,262,12100.746538
6.0,111,12104.447781
11.0,166,12108.709307
17.0,230,12116.242008
6.0,113,12120.120397
6.0,128,12124.116455
5.0,88,12124.969083
6.0,102,12128.519234
2.0,82,12131.906028
4.0,93,12135.357779
13.0,222,12140.005806
5.0,123,12143.743066
5.0,92,12147.194638
4.0,103,12150.754498
6.0,123,12154.481871
21.0,504,12169.574829
5.0,114,12173.250818
19.0,507,12185.770674
5.0,93,12189.258711
9.0,142,12193.193808
8.0,144,12197.178869
6.0,101,12200.734335
11.0,169,12207.526258
6.0,111,12208.542808
2.0,60,12211.715122
6.0,112,12215.34513
6.0,101,12218.871877
5.0,87,12219.677222
6.0,102,12223.241734
13.0,195,12230.290261
4.0,126,12234.048774
18.0,446,12245.945071
12.0,168,12250.126361
6.0,101,12253.67473
1.0,61,12256.86967
2.0,61,12257.426158
1.0,61,12260.612378
1.0,62,12261.185683
1.0,60,12264.340466
6.0,101,12265.25926
1.0,66,12268.477094
6.0,103,12272.030332
4.0,88,12272.837359
6.0,112,12276.47828
6.0,112,12280.123971
2.0,78,12283.455353
1.0,71,12284.110014
2.0,99,12287.660197
0.0,75,12290.950403
6.0,125,12294.686152
12.0,186,12299.007321
0.0,67,12302.223739
11.0,159,12306.293931
6.0,124,12310.02364
11.0,198,12314.435404
11.0,175,12321.298165
22.0,442,12333.197019
4.0,103,12336.743052
11.0,171,12340.913526
12.0,223,12348.214716
4.0,104,12351.775098
4.0,96,12355.264902
15.0,231,12360.014825
12.0,235,12367.455642
9.0,160,12371.558574
5.0,112,12375.199476
8.0,142,12379.157201
7.0,141,12385.737843
8.0,215,12390.319344
6.0,102,12393.880944
8.0,141,12397.801541
6.0,107,12401.425665
4.0,97,12404.9454
2.0,69,12405.604526
5.0,128,12409.491468
8.0,165,12416.247973
4.0,96,12417.124133
4.0,70,12420.37861
8.0,222,12427.841471
4.0,97,12428.812126
4.0,98,12432.500937
2.0,74,12435.938565
13.0,247,12443.862556
4.0,90,12444.75692
7.0,144,12448.880524
6.0,136,12452.900966
0.0,66,12456.246719
5.0,88,12459.827899
2.0,113,12463.639965
1.0,68,12464.31727
6.0,108,12468.068124
7.0,214,12475.592432
4.0,85,12476.413592
11.0,238,12484.080458
11.0,246,12491.78975
10.0,222,12499.35357
19.0,510,12514.775044
11.0,222,12522.159947
22.0,500,12534.948435
1.0,60,12538.203456
8.0,149,12542.286564
28.0,492,12557.714592
6.0,101,12561.360757
22.0,271,12569.181806
5.0,88,12569.984026
11.0,241,12577.383192
11.0,231,12584.713396
30.0,511,12599.835736
9.0,173,12606.647421
11.0,171,12610.846987
20.0,270,12618.506153
11.0,174,12622.699821
25.0,468,12637.330645
10.0,238,12644.823964
16.0,230,12652.438819
6.0,103,12653.377948
6.0,125,12657.091666
4.0,100,12660.613239
10.0,157,12664.641918
20.0,232,12671.936364
6.0,128,12675.706623
2.0,69,12678.954372
3.0,70,12679.59359
1.0,78,12683.041747
2.0,80,12686.704805
1.0,68,12687.32083
2.0,103,12690.843468
1.0,111,12694.455608
0.0,75,12695.132615
2.0,108,12698.7105
2.0,103,12702.236475
1.0,114,12705.892875
2.0,133,12709.683279
0.0,73,12712.95352
1.0,107,12713.927116
1.0,106,12717.47062
1.0,140,12721.347597
1.0,125,12725.051313
2.0,102,12728.565084
2.0,102,12732.085848
2.0,69,12732.704255
1.0,135,12736.522872
4.0,95,12739.968744
8.0,169,12744.099653
3.0,78,12747.39773
2.0,60,12750.511304
4.0,96,12751.391498
6.0,101,12754.860062
6.0,107,12758.390207
9.0,167,12762.437393
4.0,105,12765.965289
10.0,157,12769.982965
15.0,232,12777.200344
3.0,96,12780.667875
2.0,82,12781.412503
5.0,101,12784.886564
20.0,492,12799.641479
5.0,111,12803.28281
22.0,492,12818.124819
1.0,66,12818.734968
4.0,90,12822.1007
4.0,108,12825.636029
15.0,505,12840.492542
2.0,68,12841.121819
4.0,94,12844.570021
3.0,75,12847.81504
1.0,70,12848.454798
14.0,238,12855.772681
4.0,87,12859.137363
4.0,107,12862.660839
10.0,157,12866.696341
6.0,112,12870.280622
10.0,158,12874.287964
15.0,254,12881.825323
2.0,60,12882.361078
8.0,161,12889.037696
10.0,157,12893.103057
10.0,150,12897.051802
16.0,278,12904.772101
22.0,458,12919.345081
18.0,238,12926.710674
10.0,151,12930.701975
23.0,503,12945.736559
30.0,629,12964.553157
13.0,192,12968.920931
13.0,191,12975.800297
6.0,103,12976.744829
9.0,173,12983.492873
16.0,281,12991.115689
16.0,215,12998.185298
6.0,123,13001.84876
19.0,436,13013.508785
6.0,107,13017.019327
4.0,84,13020.350412
5.0,87,13021.129194
6.0,125,13024.826683
6.0,128,13028.537104
10.0,175,13035.279801
10.0,174,13039.422966
6.0,103,13042.934408
11.0,189,13047.196154
6.0,102,13050.68754
6.0,101,13054.168127
6.0,123,13057.864229
12.0,204,13062.306353
8.0,143,13068.777964
6.0,107,13069.745031
14.0,203,13076.747811
5.0,101,13080.223743
6.0,112,13083.814354
4.0,123,13087.49373
6.0,123,13091.183082
6.0,103,13092.133904
2.0,60,13095.251056
15.0,191,13099.53664
6.0,108,13103.101451
6.0,111,13106.6713
16.0,267,13114.381721
17.0,238,13121.717328
12.0,238,13129.011848
6.0,101,13132.488129
14.0,235,13137.187964
21.0,436,13151.473119
6.0,128,13155.218814
10.0,174,13159.390672
6.0,101,13162.879109
14.0,222,13170.059669
6.0,101,13170.963461
7.0,165,13177.597606
12.0,167,13181.686548
6.0,128,13185.399804
25.0,533,13200.577404
6.0,101,13204.045483
16.0,238,13211.342674
11.0,175,13215.497135
8.0,145,13219.404507
6.0,128,13223.132571
24.0,511,13237.998453
16.0,222,13245.170546
13.0,224,13252.435761
13.0,212,13259.504321
15.0,221,13264.065781
17.0,222,13271.231646
11.0,167,13275.385709
4.0,90,13278.81736
9.0,152,13282.835327
9.0,149,13286.788862
4.0,91,13290.225602
15.0,235,13298.038532
12.0,222,13305.321285
10.0,151,13309.298475
16.0,223,13316.518026
8.0,153,13320.525371
18.0,453,13332.502556
9.0,144,13336.407481
24.0,506,13351.504003
12.0,221,13358.738149
4.0,83,13362.081494
4.0,75,13362.765679
12.0,217,13369.985845
27.0,555,13385.478723
13.0,215,13392.69021
5.0,106,13396.269764
3.0,68,13396.903691
10.0,158,13403.560079
21.0,509,13418.715312
13.0,215,13423.376602
17.0,455,13437.827841
6.0,128,13441.556681
22.0,509,13456.466895
14.0,270,13464.109259
29.0,538,13479.245084
29.0,603,13497.554829
4.0,103,13501.056778
4.0,126,13504.777498
9.0,223,13509.340111
5.0,101,13512.786589
4.0,126,13516.490414
6.0,101,13519.976798
12.0,168,13524.051273
23.0,470,13538.630024
4.0,101,13542.147314
15.0,223,13546.788139
8.0,223,13553.970151
24.0,512,13569.025748
29.0,533,13584.549593
18.0,230,13591.863406
41.0,673,13610.881479
17.0,216,13618.002787
37.0,665,13637.020695
6.0,102,13640.55983
19.0,490,13655.971474
21.0,510,13671.385411
5.0,103,13675.832346
14.0,262,13683.627913
7.0,189,13687.97179
19.0,255,13695.492091
8.0,176,13702.368506
19.0,263,13710.055081
11.0,174,13714.289991
9.0,146,13718.280839
11.0,171,13722.506922
5.0,88,13725.933896
17.0,223,13733.218296
3.0,77,13736.537737
4.0,92,13737.382669
11.0,171,13744.216278
4.0,127,13748.071932
6.0,101,13749.020477
10.0,174,13755.87237
12.0,168,13760.085805
26.0,492,13775.10022
4.0,79,13775.838854
34.0,578,13794.304114
6.0,103,13797.921499
28.0,517,13813.629816
9.0,173,13818.070386
5.0,103,13821.829873
24.0,503,13837.546076
5.0,126,13841.542507
33.0,591,13860.993044
6.0,144,13865.145384
9.0,149,13869.222574
12.0,263,13876.896969
8.0,141,13880.878578
11.0,242,13888.380965
5.0,141,13892.300516
6.0,103,13895.871491
25.0,576,13912.299667
10.0,222,13919.609525
40.0,648,13938.66471
11.0,222,13945.957975
31.0,597,13961.862282
12.0,232,13969.275364
9.0,172,13976.159789
17.0,263,13983.87174
13.0,263,13991.544295
29.0,512,14006.758525
5.0,101,14010.266577
4.0,92,14011.099006
8.0,143,14015.013955
16.0,262,14022.63758
8.0,165,14029.404352
29.0,497,14044.396802
17.0,267,14052.063676
5.0,106,14055.636924
17.0,230,14060.366658
19.0,232,14067.75249
14.0,234,14075.066659
12.0,214,14082.157997
16.0,266,14089.738929
6.0,103,14090.66022
3.0,78,14093.966814
4.0,79,14097.246764
18.0,222,14101.83055
38.0,597,14120.100816
6.0,101,14123.578017
33.0,592,14141.848734
15.0,207,14146.312513
14.0,206,14153.309906
38.0,592,14169.063129
12.0,198,14176.181863
11.0,168,14180.457374
11.0,173,14187.423286
6.0,127,14191.262909
16.0,216,14195.998953
12.0,228,14203.532865
16.0,246,14211.244927
10.0,166,14215.506675
6.0,104,14219.175371
6.0,101,14222.802765
5.0,108,14226.508727
6.0,102,14230.135139
6.0,103,14231.118313
4.0,69,14234.439354
8.0,141,14238.434676
6.0,103,14242.051363
6.0,113,14245.762447
4.0,87,14246.586133
6.0,110,14250.297302
3.0,93,14253.900529
5.0,107,14257.602661
4.0,75,14258.30344
6.0,109,14261.996264
6.0,110,14265.709613
7.0,129,14269.619229
14.0,191,14276.641258
4.0,162,14280.673435
12.0,197,14284.988652
8.0,180,14291.762989
9.0,143,14295.597612
3.0,104,14299.102082
5.0,129,14302.831079
23.0,524,14317.860691
25.0,511,14332.718879
30.0,563,14348.069495
7.0,144,14351.914247
6.0,104,14355.428536
36.0,887,14381.541095
6.0,107,14385.077384
5.0,106,14388.612298
9.0,139,14392.419545
23.0,512,14407.256957
16.0,233,14414.479641
6.0,131,14418.217608
6.0,103,14419.151552
26.0,492,14433.755122
4.0,103,14437.238856
4.0,124,14440.894363
3.0,102,14444.373765
26.0,508,14459.125635
13.0,227,14466.259254
5.0,106,14467.205385
5.0,106,14470.708793
7.0,126,14474.382337
23.0,495,14489.096265
35.0,592,14507.177654
6.0,126,14510.856658
15.0,207,14515.754827
5.0,129,14519.472681
15.0,230,14526.642805
6.0,101,14530.077581
7.0,167,14534.116129
12.0,239,14541.361085
23.0,498,14555.997402
6.0,103,14559.472461
18.0,230,14566.605891
15.0,218,14571.087142
28.0,506,14585.938646
6.0,126,14589.677523
14.0,239,14597.000332
6.0,141,14600.887861
4.0,103,14604.437131
6.0,142,14608.302067
4.0,124,14612.002695
5.0,102,14615.520601
17.0,239,14622.865396
6.0,126,14626.610583
5.0,101,14630.140647
5.0,106,14631.110407
10.0,168,14637.833788
8.0,173,14642.031845
9.0,159,14646.116692
14.0,223,14653.348337
21.0,458,14667.945652
6.0,101,14668.887966
5.0,126,14672.597716
10.0,159,14679.221933
19.0,490,14691.524106
11.0,241,14698.944733
15.0,238,14706.360812
6.0,108,14709.996632
6.0,102,14713.578007
7.0,128,14717.421451
15.0,239,14724.90129
5.0,106,14728.503091
6.0,103,14729.450761
6.0,107,14733.068707
6.0,108,14736.677442
28.0,581,14755.089807
9.0,157,14759.210031
6.0,112,14762.882674
9.0,158,14766.981537
6.0,101,14770.581516
10.0,157,14774.693039
9.0,157,14778.812443
17.0,270,14786.656477
19.0,521,14802.076968
16.0,263,14809.894654
13.0,254,14817.519794
10.0,149,14821.463668
10.0,151,14827.980521
6.0,123,14831.650958
10.0,150,14835.566864
9.0,159,14839.571088
18.0,270,14847.126
15.0,246,14854.479115
12.0,238,14861.791632
34.0,594,14880.066989
4.0,68,14880.669689
28.0,647,14899.320026
15.0,238,14906.614086
30.0,598,14924.845945
14.0,222,14929.374091
4.0,69,14932.575166
9.0,150,14936.46642
27.0,501,14951.163301
23.0,484,14965.713635
20.0,507,14980.447347
5.0,108,14983.953782
39.0,893,15009.76566
6.0,101,15010.673975
14.0,223,15017.777868
4.0,80,15021.057782
4.0,71,15021.688468
15.0,279,15031.8217
9.0,158,15035.793849
6.0,108,15039.314971
10.0,152,15043.235818
6.0,132,15046.985545
6.0,109,15050.542471
6.0,102,15051.448957
9.0,149,15057.899231
23.0,518,15072.838635
6.0,126,15076.530439
26.0,518,15091.397268
33.0,630,15109.896113
5.0,88,15110.704895
19.0,246,15118.198871
16.0,234,15125.970139
17.0,230,15133.234928
7.0,147,15137.152861
9.0,157,15141.183189
6.0,101,15144.69745
6.0,124,15148.441782
8.0,142,15152.318112
8.0,142,15156.183345
8.0,143,15160.079022
13.0,232,15167.396738
19.0,271,15175.066825
9.0,144,15178.988345
5.0,108,15182.574586
15.0,262,15190.206872
27.0,495,15205.222707
4.0,104,15208.830328
27.0,519,15224.007154
6.0,107,15227.595272
6.0,112,15231.241565
10.0,167,15235.395789
27.0,495,15250.479003
33.0,596,15269.134785
22.0,507,15281.430395
5.0,101,15284.885353
25.0,522,15300.036383
30.0,520,15315.250666
4.0,68,15318.466908
1.0,61,15319.019901
9.0,175,15325.788734
29.0,519,15340.781124
6.0,108,15344.350856
25.0,521,15359.374362
6.0,111,15362.924514
6.0,110,15363.927513
12.0,217,15370.955398
6.0,108,15374.466482
37.0,690,15393.42491
30.0,632,15411.846775
6.0,111,15415.390517
4.0,118,15419.006506
2.0,97,15422.50654
21.0,520,15437.522328
14.0,216,15444.622784
35.0,890,15470.511588
9.0,168,15474.549277
6.0,108,15478.083333
6.0,103,15481.573513
6.0,101,15482.466256
4.0,101,15485.941026
11.0,174,15492.689088
1.0,67,15493.274805
6.0,104,15496.749461
4.0,101,15500.205324
36.0,658,15518.813873
11.0,174,15522.875231
12.0,174,15526.983961
45.0,671,15548.261331
6.0,115,15551.838896
4.0,89,15552.639634
4.0,112,15556.188723
7.0,124,15559.85657
6.0,112,15563.418985
6.0,102,15566.899009
3.0,69,15567.506702
15.0,232,15574.710153
8.0,175,15581.423796
2.0,76,15582.108595
15.0,215,15589.156681
6.0,112,15592.746216
24.0,512,15607.66187
2.0,60,15608.193202
6.0,106,15611.812251
6.0,107,15615.357639
6.0,108,15618.873574
4.0,94,15619.707107
10.0,174,15626.420886
5.0,112,15629.964446
3.0,89,15630.743733
